sales_id,date,store_id,product_id,customer_id,quantity,unit_price,discount,total_price
269,2023-07-23,1,94,553,2,49.48,0.1,89.06
270,2023-07-26,17,93,105,4,65.24,0.15,221.82
271,2025-05-17,7,172,447,1,322.56,0,322.56
272,2024-04-18,16,15,97,3,129.95,0.1,350.86
273,2024-01-28,17,6,201,1,109.65,0.15,93.2
274,2024-02-19,19,68,70,5,485.01,0.1,2182.55
275,2023-12-25,11,115,29,4,55.12,0,220.48
276,2024-03-08,4,123,277,4,189.74,0.15,645.12
277,2024-06-06,2,45,347,3,93.87,0,281.61
278,2024-01-07,17,109,985,1,38.36,0.05,36.44
279,2024-08-13,3,154,461,3,287.64,0,862.92
280,2024-12-17,10,17,834,5,356.31,0.15,1514.32
281,2024-02-20,9,194,241,2,97.18,0.1,174.92
282,2024-06-24,3,52,897,5,223.75,0.1,1006.88
283,2024-08-13,10,34,361,2,86.5,0.05,164.35
284,2025-04-01,14,107,425,3,168.54,0,505.62
285,2024-04-22,17,15,437,4,129.95,0.1,467.82
286,2023-09-29,20,158,153,5,64.52,0,322.6
287,2025-03-10,3,146,357,4,309.57,0.15,1052.54
288,2023-07-03,12,5,959,4,153.29,0.05,582.5
289,2024-11-16,16,156,537,5,344.33,0.05,1635.57
290,2025-06-17,13,76,612,4,333.34,0.1,1200.02
291,2025-03-23,3,103,58,4,127.05,0.15,431.97
292,2024-06-18,9,90,757,1,404.45,0,404.45
293,2024-04-29,19,163,658,1,432.02,0.15,367.22
294,2025-06-09,8,4,448,2,323.22,0.1,581.8
295,2024-01-30,6,108,7,5,476.17,0.05,2261.81
296,2025-03-28,9,81,155,5,309.89,0.05,1471.98
297,2024-12-30,12,61,445,3,215.1,0.15,548.5
298,2023-07-05,16,102,576,5,159.28,0.15,676.94
299,2023-12-29,5,180,227,4,147.19,0.15,500.45
300,2025-03-29,6,156,872,4,344.33,0,1377.32
301,2024-09-15,1,183,860,2,484.28,0.05,920.13
302,2024-06-26,6,153,624,3,178.79,0,536.37
303,2024-12-10,9,28,913,5,179.16,0.15,761.43
304,2025-02-13,17,92,995,4,184.75,0.05,702.05
305,2023-08-14,3,104,979,4,141.26,0.15,480.28
306,2023-11-24,3,46,638,2,116.68,0,233.36
307,2024-09-18,2,130,774,3,115.21,0.05,328.35
308,2025-01-20,19,96,541,2,108.38,0.05,205.92
309,2023-07-30,17,124,786,2,285.76,0.05,542.94
310,2024-03-24,18,101,216,4,29.55,0.1,106.38
311,2024-10-09,8,10,61,5,196.75,0.1,885.38
312,2024-05-03,1,12,342,2,240.49,0.1,432.88
313,2023-12-01,4,37,966,1,55.16,0.05,52.4
314,2023-10-13,2,75,350,4,391.39,0.1,1409.0
315,2023-07-17,2,45,663,1,93.87,0.1,84.48
316,2023-12-06,4,87,30,5,286.74,0.1,1290.33
317,2024-12-30,18,67,953,3,188.62,0.15,480.98
318,2024-06-18,7,36,710,3,470.68,0.1,1270.84
319,2023-07-15,16,133,178,1,144.29,0.05,137.08
320,2024-03-31,6,48,452,3,200.89,0.1,542.4
321,2024-03-11,1,126,512,3,494.59,0.05,1409.58
322,2024-11-18,11,134,874,1,249.91,0,249.91
323,2025-04-23,8,164,957,4,195.94,0,783.76
324,2024-11-23,18,83,734,3,203.91,0,611.73
325,2023-10-14,16,143,600,1,12.41,0.15,10.55
326,2023-07-22,6,109,331,4,38.36,0.05,145.77
327,2025-02-14,12,88,20,4,221.75,0,887.0
328,2024-11-30,8,125,470,3,483.29,0.1,1304.88
329,2024-05-01,1,81,583,4,309.89,0.05,1177.58
330,2024-06-06,2,145,7,3,289.36,0.05,824.68
331,2024-05-25,19,20,761,2,462.35,0.1,832.23
332,2023-07-06,18,85,708,4,124.6,0.05,473.48
333,2024-12-10,14,59,52,1,297.46,0.15,252.84
334,2024-06-07,1,93,836,5,65.24,0.15,277.27
335,2025-05-22,17,33,857,1,109.68,0,109.68
336,2024-02-17,7,96,113,4,108.38,0.1,390.17
337,2025-02-22,20,54,928,1,377.75,0,377.75
338,2024-06-14,12,190,900,5,311.88,0,1559.4
339,2023-07-05,14,156,364,5,344.33,0,1721.65
340,2025-04-23,19,147,134,3,107.22,0.05,305.58
341,2025-04-30,11,107,753,4,168.54,0,674.16
342,2024-12-08,20,168,816,2,118.03,0.1,212.45
343,2024-01-01,13,37,267,2,55.16,0.15,93.77
344,2023-10-02,17,179,207,5,189.16,0,945.8
345,2024-07-14,15,16,616,1,95.49,0,95.49
346,2023-10-26,7,52,181,1,223.75,0,223.75
347,2024-04-02,10,119,272,1,324.08,0.15,275.47
348,2024-02-29,3,26,173,1,250.72,0.1,225.65
349,2025-06-12,9,114,205,2,163.26,0.05,310.19
350,2024-05-11,12,118,745,1,155.02,0.05,147.27
351,2024-11-03,12,5,306,1,153.29,0.05,145.63
352,2025-05-13,17,46,294,3,116.68,0.15,297.53
353,2024-08-01,16,61,48,1,215.1,0.1,193.59
354,2024-08-30,18,139,936,1,243.05,0.05,230.9
355,2024-04-09,2,155,548,3,412.28,0.1,1113.16
356,2025-01-16,4,49,228,3,52.9,0.1,142.83
357,2024-04-23,13,129,184,4,356.99,0,1427.96
358,2025-06-17,2,156,413,2,344.33,0.05,654.23
359,2024-12-19,6,116,349,5,410.1,0.15,1742.92
360,2024-07-11,8,59,406,3,297.46,0.05,847.76
361,2024-05-25,17,138,420,5,122.8,0.05,583.3
362,2025-04-14,9,19,526,5,382.41,0.15,1625.24
363,2024-09-15,16,159,681,2,290.17,0.05,551.32
364,2023-12-10,2,68,358,4,485.01,0.05,1843.04
365,2023-09-13,7,153,331,2,178.79,0.15,303.94
366,2023-10-20,1,168,938,2,118.03,0.15,200.65
367,2024-04-10,6,164,777,3,195.94,0.15,499.65
368,2023-11-06,18,49,904,5,52.9,0.1,238.05
369,2023-07-18,5,198,22,4,490.63,0.05,1864.39
370,2024-10-19,12,142,124,1,135.44,0.15,115.12
371,2024-12-08,20,185,631,4,401.44,0,1605.76
372,2023-09-30,1,188,735,5,351.08,0.1,1579.86
373,2024-12-05,2,133,740,4,144.29,0,577.16
374,2024-05-05,16,84,917,2,178.66,0,357.32
375,2025-06-15,7,55,518,3,71.43,0,214.29
376,2024-05-25,19,110,540,5,56.18,0.1,252.81
377,2023-10-09,3,21,333,4,388.26,0,1553.04
378,2024-04-07,11,58,492,1,356.71,0.15,303.2
379,2024-09-08,2,34,770,3,86.5,0.15,220.57
380,2024-07-02,5,112,140,2,123.87,0.15,210.58
381,2024-11-13,15,192,203,4,465.39,0.05,1768.48
382,2024-09-20,18,190,585,1,311.88,0.05,296.29
383,2024-12-30,10,78,229,4,138.76,0.05,527.29
384,2025-01-07,13,103,866,3,127.05,0.1,343.03
385,2024-08-19,17,10,303,1,196.75,0.15,167.24
386,2025-06-18,11,124,107,3,285.76,0.05,814.42
387,2024-10-25,5,3,53,5,214.79,0.1,966.56
388,2023-12-15,3,70,309,2,45.21,0.15,76.86
389,2024-04-03,12,105,198,3,361.73,0.05,1030.93
390,2025-01-13,17,30,732,2,426.81,0.05,810.94
391,2025-02-11,17,115,565,4,55.12,0.15,187.41
392,2024-02-10,5,77,825,4,373.36,0.05,1418.77
393,2024-12-02,20,195,554,2,138.8,0.1,249.84
394,2024-06-21,17,2,723,2,378.38,0,756.76
395,2024-07-15,20,65,165,2,445.56,0,891.12
396,2024-05-16,9,54,732,3,377.75,0,1133.25
397,2024-11-02,14,121,550,4,166.94,0.15,567.6
398,2024-04-16,2,16,6,2,95.49,0,190.98
399,2025-04-03,5,140,805,1,105.09,0,105.09
400,2024-12-31,8,4,763,5,323.22,0.15,1373.69
401,2023-07-15,19,53,174,2,448.48,0.1,807.26
402,2023-09-10,5,62,431,1,178.11,0.15,151.39
403,2024-01-03,11,158,671,1,64.52,0,64.52
404,2024-08-10,19,136,420,3,19.05,0,57.15
405,2025-02-10,16,66,562,2,49.8,0.05,94.62
406,2023-09-03,8,184,612,4,116.37,0,465.48
407,2024-02-07,14,19,25,4,382.41,0,1529.64
408,2024-03-24,12,60,927,5,487.04,0,2435.2
409,2023-12-07,9,55,437,2,71.43,0,142.86
410,2025-04-11,11,199,572,1,289.74,0.05,275.25
411,2025-04-10,14,191,405,4,212.28,0,849.12
412,2024-12-22,18,39,930,3,420.7,0.05,1198.99
413,2025-01-09,19,162,832,1,74.64,0.15,63.44
414,2024-08-03,13,139,853,4,243.05,0,972.2
415,2023-10-12,16,28,791,3,179.16,0.15,456.86
416,2023-12-07,11,167,576,4,298.65,0.15,1015.41
417,2025-01-05,14,43,942,1,400.64,0.05,380.61
418,2025-02-16,11,180,910,2,147.19,0.05,279.66
419,2023-11-29,3,129,545,4,356.99,0,1427.96
420,2025-01-21,20,167,893,4,298.65,0,1194.6
421,2024-01-23,6,40,208,4,273.23,0.15,928.98
422,2023-09-23,20,155,768,2,412.28,0.15,700.88
423,2023-11-22,8,51,156,1,452.52,0,452.52
424,2023-07-19,20,92,10,1,184.75,0.1,166.28
425,2024-10-14,11,30,28,4,426.81,0,1707.24
426,2024-05-29,5,189,803,3,66.66,0.1,179.98
427,2024-04-02,11,52,742,2,223.75,0.05,425.12
428,2023-08-29,12,32,75,2,129.73,0.15,220.54
429,2024-05-12,15,196,427,4,394.27,0.1,1419.37
430,2023-09-22,20,38,645,1,368.65,0.05,350.22
431,2025-05-29,15,52,105,4,223.75,0.15,760.75
432,2025-04-06,13,43,853,3,400.64,0.15,1021.63
433,2023-11-19,15,56,200,4,19.01,0,76.04
434,2024-10-05,14,152,309,4,212.66,0.1,765.58
435,2023-06-26,20,166,229,1,62.74,0,62.74
436,2024-08-31,12,61,259,5,215.1,0.05,1021.72
437,2023-11-07,20,174,672,1,18.78,0.15,15.96
438,2025-01-17,13,1,303,3,137.79,0,413.37
439,2025-05-16,19,171,933,4,328.0,0.15,1115.2
440,2025-02-02,7,41,758,5,25.89,0,129.45
441,2025-01-14,15,8,60,3,204.5,0.05,582.82
442,2024-07-19,15,173,625,5,483.66,0.1,2176.47
443,2023-10-06,1,96,566,5,108.38,0.05,514.8
444,2024-02-14,16,74,582,4,99.16,0.1,356.98
445,2024-06-23,3,159,989,4,290.17,0.05,1102.65
446,2023-10-04,12,140,997,1,105.09,0.1,94.58
447,2025-01-18,20,43,682,5,400.64,0.05,1903.04
448,2024-02-24,18,175,595,2,67.51,0.1,121.52
449,2023-07-22,20,166,788,3,62.74,0.05,178.81
450,2023-10-06,13,87,342,2,286.74,0,573.48
451,2024-08-18,2,84,168,4,178.66,0.05,678.91
452,2024-01-24,16,177,655,2,316.28,0.15,537.68
453,2024-02-19,1,55,432,3,71.43,0.05,203.58
454,2024-09-28,18,198,981,5,490.63,0,2453.15
455,2024-02-07,5,82,523,5,176.45,0.15,749.91
456,2023-12-04,13,144,623,5,275.3,0.1,1238.85
457,2024-08-21,7,179,6,1,189.16,0,189.16
458,2025-02-27,3,89,510,3,423.61,0.15,1080.21
459,2024-12-31,8,92,156,1,184.75,0,184.75
460,2023-08-17,5,135,95,2,197.11,0.05,374.51
461,2024-09-04,14,74,435,5,99.16,0.05,471.01
462,2024-12-07,13,20,244,1,462.35,0.15,393.0
463,2024-07-09,15,140,316,3,105.09,0.1,283.74
464,2023-08-08,4,195,961,4,138.8,0,555.2
465,2023-12-09,20,86,595,2,250.11,0.05,475.21
466,2025-05-15,6,147,922,4,107.22,0.05,407.44
467,2024-09-20,8,25,443,2,185.61,0.05,352.66
468,2024-02-19,5,28,152,3,179.16,0.1,483.73
469,2023-10-02,5,50,633,4,453.05,0,1812.2
470,2023-08-05,15,116,635,4,410.1,0.15,1394.34
471,2024-09-12,8,69,444,5,473.18,0.1,2129.31
472,2024-02-21,1,130,415,3,115.21,0.1,311.07
473,2024-06-29,18,168,602,2,118.03,0.15,200.65
474,2023-12-02,6,169,819,1,487.7,0,487.7
475,2025-05-19,5,55,549,2,71.43,0.05,135.72
476,2024-07-25,19,2,398,2,378.38,0.05,718.92
477,2025-01-20,5,131,635,4,333.81,0.1,1201.72
478,2023-09-01,17,129,261,4,356.99,0.15,1213.77
479,2024-07-27,12,23,983,3,325.25,0,975.75
480,2024-03-17,11,141,905,5,431.62,0.1,1942.29
481,2024-07-29,20,107,848,4,168.54,0,674.16
482,2024-07-01,17,155,595,3,412.28,0.1,1113.16
483,2023-12-17,4,110,292,3,56.18,0.1,151.69
484,2023-06-28,4,159,700,5,290.17,0,1450.85
